,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
795,uri,http://www.wikidata.org/entity/Q15335598,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis lycium,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106865-1,literal,berbamunine,literal,10.1007/978-1-4614-0560-3_5,en,literal,485-18-7,literal,CHEMBL1187468
796,uri,http://www.wikidata.org/entity/Q11109419,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis salicaria,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,107056-1,literal,berbamunine,literal,10.1016/S0031-9422(00)82337-7,en,literal,485-18-7,literal,CHEMBL1187468
797,uri,http://www.wikidata.org/entity/Q4077995,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis cretica,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106572-1,literal,columbamine,literal,10.1021/NP50043A025,en,literal,3621-36-1,literal,CHEMBL400345
798,uri,http://www.wikidata.org/entity/Q4077992,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis crataegina,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106568-1,literal,columbamine,literal,10.1016/S0024-3205(02)02200-2,en,literal,3621-36-1,literal,CHEMBL400345
799,uri,http://www.wikidata.org/entity/Q4077992,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis crataegina,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106568-1,literal,columbamine,literal,10.1007/BF01373804,en,literal,3621-36-1,literal,CHEMBL400345
800,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis nummularia,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106940-1,literal,columbamine,literal,10.1007/BF00630533,en,literal,3621-36-1,literal,CHEMBL400345
801,uri,http://www.wikidata.org/entity/Q4078002,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis sibirica,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,107079-1,literal,columbamine,literal,10.1007/BF00630540,en,literal,3621-36-1,literal,CHEMBL400345
802,uri,http://www.wikidata.org/entity/Q4078001,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis heteropoda,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106735-1,literal,columbamine,literal,10.2307/4117899,en,literal,3621-36-1,literal,CHEMBL400345
803,uri,http://www.wikidata.org/entity/Q4078001,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis heteropoda,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106735-1,literal,columbamine,literal,10.1007/BF00631012,en,literal,3621-36-1,literal,CHEMBL400345
804,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis nummularia,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,106940-1,literal,glaucine,literal,10.1007/BF00630532,en,literal,475-81-0,literal,CHEMBL228082
805,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis integerrima,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,106778-1,literal,glaucine,literal,10.1007/BF00630681,en,literal,475-81-0,literal,CHEMBL228082
806,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis integerrima,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,106778-1,literal,glaucine,literal,10.1007/BF00631016,en,literal,475-81-0,literal,CHEMBL228082
807,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis integerrima,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,106778-1,literal,glaucine,literal,10.1007/BF00631015,en,literal,475-81-0,literal,CHEMBL228082
808,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis integerrima,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,106778-1,literal,glaucine,literal,10.1007/BF02234886,en,literal,475-81-0,literal,CHEMBL228082
809,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis integerrima,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,106778-1,literal,glaucine,literal,10.1007/BF00630556,en,literal,475-81-0,literal,CHEMBL228082
810,uri,http://www.wikidata.org/entity/Q158397,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis thunbergii,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,107136-1,literal,columbamine,literal,10.2307/4117899,en,literal,3621-36-1,literal,CHEMBL400345
811,uri,http://www.wikidata.org/entity/Q158563,uri,http://www.wikidata.org/entity/Q27107597,literal,Berberis vulgaris,literal,HGNHIFJNOKGSKI-WDYNHAJCSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)O)OC)OC,literal,328527-2,literal,oxyacanthine,literal,10.1016/S0192-0561(96)00047-1,en,literal,548-40-3,literal,CHEMBL509999
812,uri,http://www.wikidata.org/entity/Q158563,uri,http://www.wikidata.org/entity/Q27107597,literal,Berberis vulgaris,literal,HGNHIFJNOKGSKI-WDYNHAJCSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)O)OC)OC,literal,328527-2,literal,oxyacanthine,literal,10.1135/CCCC19951034,en,literal,548-40-3,literal,CHEMBL509999
813,uri,http://www.wikidata.org/entity/Q158563,uri,http://www.wikidata.org/entity/Q27107597,literal,Berberis vulgaris,literal,HGNHIFJNOKGSKI-WDYNHAJCSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)O)OC)OC,literal,328527-2,literal,oxyacanthine,literal,10.1016/S0031-9422(98)00121-6,en,literal,548-40-3,literal,CHEMBL509999
814,uri,http://www.wikidata.org/entity/Q4078002,uri,http://www.wikidata.org/entity/Q27105211,literal,Berberis sibirica,literal,WUYQEGNOQLRQAQ-CQSZACIVSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC,literal,107079-1,literal,pronuciferine,literal,10.1007/BF00630564,en,literal,2128-60-1,literal,CHEMBL237766
815,uri,http://www.wikidata.org/entity/Q4078002,uri,http://www.wikidata.org/entity/Q27105211,literal,Berberis sibirica,literal,WUYQEGNOQLRQAQ-CQSZACIVSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC,literal,107079-1,literal,pronuciferine,literal,10.1007/BF00630540,en,literal,2128-60-1,literal,CHEMBL237766
816,uri,http://www.wikidata.org/entity/Q15336054,uri,http://www.wikidata.org/entity/Q27107564,literal,Berberis fendleri,literal,XGEAUXVPBXUBKN-WUFINQPMSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)O)OC,literal,106647-1,literal,obamegine,literal,10.1016/S0305-1978(01)00025-4,en,literal,479-37-8,literal,CHEMBL452895
817,uri,http://www.wikidata.org/entity/Q15336054,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis fendleri,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106647-1,literal,Obaberine,literal,10.1016/S0305-1978(01)00025-4,en,literal,1263-80-5,literal,CHEMBL464525
818,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27105839,literal,Berberis integerrima,literal,ZBKFZIUKXTWQTP-QGZVFWFLSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC,literal,106778-1,literal,(-)-armepavine,literal,10.1007/BF00631016,en,literal,524-20-9,literal,CHEMBL1186510
819,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27105839,literal,Berberis integerrima,literal,ZBKFZIUKXTWQTP-QGZVFWFLSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC,literal,106778-1,literal,(-)-armepavine,literal,10.1007/BF00631020,en,literal,524-20-9,literal,CHEMBL1186510
820,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27105839,literal,Berberis integerrima,literal,ZBKFZIUKXTWQTP-QGZVFWFLSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC,literal,106778-1,literal,(-)-armepavine,literal,10.1007/BF01374020,en,literal,524-20-9,literal,CHEMBL1186510
821,uri,http://www.wikidata.org/entity/Q17791283,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis heterobotrys,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,77112340-1,literal,isocorydine,literal,10.1007/BF00630564,en,literal,475-67-2,literal,CHEMBL489525
822,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27106837,literal,Berberis integerrima,literal,CEIXWJHURKEBMQ-UHFFFAOYSA-N,literal,COC1=C(C=C2CNCCC2=C1)OC,literal,106778-1,literal,heliamine,literal,10.1007/BF00631016,en,literal,1745-07-9,literal,CHEMBL12367
823,uri,http://www.wikidata.org/entity/Q5279785,uri,http://www.wikidata.org/entity/Q27106426,literal,Diphylleia cymosa,literal,VMEJANRODATDOF-UHFFFAOYSA-N,literal,COC1=C(C=C2C(=C1)C(=C3C(=C2O)COC3=O)C4=CC5=C(C=C4)OCO5)OC,literal,81340-2,literal,Diphyllin,literal,10.1016/0031-9422(90)85342-D,en,literal,22055-22-7,literal,CHEMBL221190
824,uri,http://www.wikidata.org/entity/Q10907997,uri,http://www.wikidata.org/entity/Q26841218,literal,Diphylleia sinensis,literal,YJGVMLPVUAXIQN-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,literal,107243-1,literal,"5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",literal,10.1021/NP060174F,en,literal,4354-76-1,literal,CHEMBL310129
825,uri,http://www.wikidata.org/entity/Q10907997,uri,http://www.wikidata.org/entity/Q26841218,literal,Diphylleia sinensis,literal,YJGVMLPVUAXIQN-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,literal,107243-1,literal,"5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",literal,10.1016/S0031-9422(00)82628-X,en,literal,4354-76-1,literal,CHEMBL310129
826,uri,http://www.wikidata.org/entity/Q5279785,uri,http://www.wikidata.org/entity/Q27105498,literal,Diphylleia cymosa,literal,RFDMNXDDRXVJTM-RQUSPXKASA-N,literal,COC1=CC(=CC(=C1O)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,literal,81340-2,literal,4'-demethyldeoxypodophyllotoxin,literal,10.1016/0031-9422(90)85342-D,en,literal,3590-93-0,literal,CHEMBL89905
827,uri,http://www.wikidata.org/entity/Q17791283,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis heterobotrys,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,77112340-1,literal,Obaberine,literal,10.1007/BF00630564,en,literal,1263-80-5,literal,CHEMBL464525
828,uri,http://www.wikidata.org/entity/Q4077995,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis cretica,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106572-1,literal,berbamunine,literal,10.1021/NP50043A025,en,literal,485-18-7,literal,CHEMBL1187468
829,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis nummularia,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106940-1,literal,berbamunine,literal,10.1007/BF02273928,en,literal,485-18-7,literal,CHEMBL1187468
830,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis nummularia,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106940-1,literal,berbamunine,literal,10.1007/BF00631020,en,literal,485-18-7,literal,CHEMBL1187468
831,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis nummularia,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106940-1,literal,berbamunine,literal,10.1007/BF00630533,en,literal,485-18-7,literal,CHEMBL1187468
832,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis nummularia,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106940-1,literal,berbamunine,literal,10.1016/S0031-9422(00)82337-7,en,literal,485-18-7,literal,CHEMBL1187468
833,uri,http://www.wikidata.org/entity/Q4078001,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis heteropoda,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106735-1,literal,berbamunine,literal,10.1007/BF00630120,en,literal,485-18-7,literal,CHEMBL1187468
834,uri,http://www.wikidata.org/entity/Q4078001,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis heteropoda,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106735-1,literal,berbamunine,literal,10.1007/BF00631012,en,literal,485-18-7,literal,CHEMBL1187468
835,uri,http://www.wikidata.org/entity/Q4078001,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis heteropoda,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106735-1,literal,berbamunine,literal,10.1016/S0031-9422(00)82337-7,en,literal,485-18-7,literal,CHEMBL1187468
836,uri,http://www.wikidata.org/entity/Q4078001,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis heteropoda,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106735-1,literal,berbamunine,literal,10.1007/BF00630680,en,literal,485-18-7,literal,CHEMBL1187468
837,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27102072,literal,Berberis integerrima,literal,FDABVSXGAMFQQH-XZWHSSHBSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,literal,106778-1,literal,berbamunine,literal,10.1007/BF00631020,en,literal,485-18-7,literal,CHEMBL1187468
838,uri,http://www.wikidata.org/entity/Q158397,uri,http://www.wikidata.org/entity/Q27106837,literal,Berberis thunbergii,literal,CEIXWJHURKEBMQ-UHFFFAOYSA-N,literal,COC1=C(C=C2CNCCC2=C1)OC,literal,107136-1,literal,heliamine,literal,10.1007/BF02254817,en,literal,1745-07-9,literal,CHEMBL12367
839,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis nummularia,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106940-1,literal,isocorydine,literal,10.1007/BF02273928,en,literal,475-67-2,literal,CHEMBL489525
840,uri,http://www.wikidata.org/entity/Q4077997,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis oblonga,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106944-1,literal,isocorydine,literal,10.1007/BF00630564,en,literal,475-67-2,literal,CHEMBL489525
841,uri,http://www.wikidata.org/entity/Q4077997,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis oblonga,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106944-1,literal,isocorydine,literal,10.1007/BF00629649,en,literal,475-67-2,literal,CHEMBL489525
842,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis integerrima,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106778-1,literal,isocorydine,literal,10.1007/BF00631016,en,literal,475-67-2,literal,CHEMBL489525
843,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis integerrima,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106778-1,literal,isocorydine,literal,10.1007/BF02234886,en,literal,475-67-2,literal,CHEMBL489525
844,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis integerrima,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106778-1,literal,isocorydine,literal,10.1007/BF00630564,en,literal,475-67-2,literal,CHEMBL489525
845,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis integerrima,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,106778-1,literal,isocorydine,literal,10.1007/BF00629649,en,literal,475-67-2,literal,CHEMBL489525
846,uri,http://www.wikidata.org/entity/Q4077995,uri,http://www.wikidata.org/entity/Q27107564,literal,Berberis cretica,literal,XGEAUXVPBXUBKN-WUFINQPMSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)O)OC,literal,106572-1,literal,obamegine,literal,10.1021/NP50043A025,en,literal,479-37-8,literal,CHEMBL452895
847,uri,http://www.wikidata.org/entity/Q15335598,uri,http://www.wikidata.org/entity/Q27106741,literal,Berberis lycium,literal,PNJUPRNTSWJWAX-CYBMUJFWSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)O)OC,literal,106865-1,literal,Glaziovine,literal,10.1007/978-1-4614-0560-3_5,en,literal,6808-72-6,,
848,uri,http://www.wikidata.org/entity/Q1491122,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis gagnepainii,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,106670-1,literal,columbamine,literal,10.1007/BF00398618,en,literal,3621-36-1,literal,CHEMBL400345
849,uri,http://www.wikidata.org/entity/Q5279785,uri,http://www.wikidata.org/entity/Q27105499,literal,Diphylleia cymosa,literal,YVCVYCSAAZQOJI-BTINSWFASA-N,literal,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,literal,81340-2,literal,4'-demethylpodophyllotoxin,literal,10.1016/0031-9422(90)85342-D,en,literal,40505-27-9,literal,CHEMBL28941
850,uri,http://www.wikidata.org/entity/Q4077995,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis cretica,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106572-1,literal,Obaberine,literal,10.1021/NP50043A025,en,literal,1263-80-5,literal,CHEMBL464525
851,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis nummularia,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106940-1,literal,Obaberine,literal,10.1007/BF02273928,en,literal,1263-80-5,literal,CHEMBL464525
852,uri,http://www.wikidata.org/entity/Q4077999,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis nummularia,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106940-1,literal,Obaberine,literal,10.1007/BF00631020,en,literal,1263-80-5,literal,CHEMBL464525
853,uri,http://www.wikidata.org/entity/Q4077997,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis oblonga,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106944-1,literal,Obaberine,literal,10.1007/BF00630564,en,literal,1263-80-5,literal,CHEMBL464525
854,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis integerrima,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106778-1,literal,Obaberine,literal,10.1007/BF00630564,en,literal,1263-80-5,literal,CHEMBL464525
855,uri,http://www.wikidata.org/entity/Q4078004,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis integerrima,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,106778-1,literal,Obaberine,literal,10.1007/BF00631020,en,literal,1263-80-5,literal,CHEMBL464525
856,uri,http://www.wikidata.org/entity/Q908926,uri,http://www.wikidata.org/entity/Q27105881,literal,Berberis koreana,literal,KCKBEANTNJGRCV-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C2=CC=CC=C2,literal,106819-1,literal,aucuparin,literal,10.1021/NP900460J,en,literal,3687-28-3,literal,CHEMBL1079777
857,uri,http://www.wikidata.org/entity/Q158397,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis thunbergii,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,107136-1,literal,isocorydine,literal,10.1007/BF02254817,en,literal,475-67-2,literal,CHEMBL489525
858,uri,http://www.wikidata.org/entity/Q16748802,uri,http://www.wikidata.org/entity/Q27105601,literal,Berberis dictyota,literal,MQGPSCMMNJKMHQ-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,literal,31408-2,literal,7-hydroxyflavone,literal,10.1016/S0031-9422(00)86903-4,en,literal,6665-86-7,literal,CHEMBL276915
