,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI,structure_cas.type,structure_cas
928,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q104993366,literal,Schisandra arisanensis,literal,FCTUIBJAFLZNCK-MJJPQZHESA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1(O)C)C(=CC)C,literal,555084-1,en,literal,"[(9S,10S,11S)-3,10-dihydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1021/NP9003678,,
929,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q105018964,literal,Schisandra wilsoniana,literal,GTLDKOQJGKMQIA-JOOBJXAISA-N,literal,OC1=C2OCOC2=CC3=C1C4=C(OC)C(OC)=C(OC)C=C4C(OC)C(C)C(C)C3,literal,555083-1,en,literal,"(8R,9S,10S)-3,4,5,8-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-19-ol",,,literal,10.1080/10286020.2010.489823,,
930,uri,http://www.wikidata.org/entity/Q840783,uri,http://www.wikidata.org/entity/Q104968559,literal,Illicium floridanum,literal,CRIUJHLQSLFERL-UHFFFAOYSA-N,literal,O=C(OCC1(C)C(O)(C)C(O)CC23CC(=O)OC(CC2C)C13O)C=4C=CC=CC4,literal,554509-1,en,literal,"(3,4,6-Trihydroxy-4,5,11-trimethyl-9-oxo-8-oxatricyclo[5.3.2.01,6]dodecan-5-yl)methyl benzoate",,,literal,10.1016/0031-9422(91)84153-J,,
931,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104985308,literal,Schisandra lancifolia,literal,DMSHFFHLWVNSCH-VFGMZZLHSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C=4OCOC4C=C3C(OC)C(C)C(C)C2)C,literal,555072-1,en,literal,Schilancifolignan A,,,literal,10.1248/CPB.58.734,,
932,uri,http://www.wikidata.org/entity/Q1441971,uri,http://www.wikidata.org/entity/Q104979929,literal,Kadsura japonica,literal,DHEFJFKRWXSOLG-WLRTULEQSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)C)C(C)C1(O)C)C(=CC)C,literal,554582-1,en,literal,"[(8S,9S,10S,11R)-11-acetyloxy-9-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1248/CPB.51.1233,,
933,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q105006675,literal,Kadsura philippinensis,literal,GDDPBKLHYPVUIC-KBWWJCPCSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(O)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)CC)C(C)C1(O)C)C(=CC)C,literal,554591-1,en,literal,"[(8S,9S,10S,11R)-3,9-dihydroxy-4,5,19-trimethoxy-9,10-dimethyl-11-propanoyloxy-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1002/HLCA.201000156,,
934,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104978819,literal,Schisandra lancifolia,literal,DGKFETRFKMWAAU-IPYPFGDCSA-N,literal,O=C1OC2C=C(C)CCC3(C)CCC(=C1C)C23,literal,555072-1,en,literal,"(1S,8R,13S)-1,5,10-trimethyl-7-oxatricyclo[6.4.1.04,13]trideca-4,9-dien-6-one",,,literal,10.1021/NP060047J,,
935,uri,http://www.wikidata.org/entity/Q10880344,uri,http://www.wikidata.org/entity/Q105000021,literal,Schisandra bicolor,literal,FQZMTUCBAKMGJM-LDLUMPKVSA-N,literal,OC1=CC2=C(C(OC)=C1OC)C3=C(OC)C(OC)=C(O)C=C3C(O)C(C)C(C)C2,literal,555067-1,en,literal,Marlignan D,,,literal,10.1021/NP100067W,,
936,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q104994012,literal,Schisandra wilsoniana,literal,FEKVZUDOFFNYLV-MNOVXSKESA-N,literal,OC1=CC2=C(C(O)=C1OC)C3=C(O)C(OC)=C(OC)C=C3CC(C)C(C)C2,literal,555083-1,en,literal,Marlignan B,,,literal,10.1021/NP100067W,,
937,uri,http://www.wikidata.org/entity/Q840783,uri,http://www.wikidata.org/entity/Q105010750,literal,Illicium floridanum,literal,GLBJXGVHQYISGN-LGFXLSCOSA-N,literal,OC1CC23C(O)C4(O)OCC(C)(C3(O)CCC2C)C14C,literal,554509-1,en,literal,"(1S,2R,5S,6S,9S,10S,11S,13R)-2,6,10-trimethyl-8-oxatetracyclo[7.3.1.01,5.06,10]tridecane-5,9,11,13-tetrol",,,literal,10.1021/NP000487P,,
938,uri,http://www.wikidata.org/entity/Q1441971,uri,http://www.wikidata.org/entity/Q104999805,literal,Kadsura japonica,literal,FQRABLUDNBDAFZ-JWCBKOKGSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)C,literal,554582-1,en,literal,Schisantherin O,,,literal,10.1248/CPB.29.123,,
939,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q104998183,literal,Schisandra wilsoniana,literal,FNANNZAGLCKFOL-ZKTNFTSUSA-N,literal,OC1=CC2=C(C(OC)=C1OC)C3=C(OC)C(OC)=C(OC)C=C3C(O)C(C)C(C)C2,literal,555083-1,en,literal,Gomisin S,,,literal,10.1021/NP100067W,,
940,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q104981405,literal,Schisandra chinensis,literal,DIJCALIAWJLDBT-UHFFFAOYSA-N,literal,C#CC=CCCCCCCCCC,literal,60456331-2,en,literal,tridec-3-en-1-yne,,,literal,10.1002/JSSC.200800341,,
941,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q105009363,literal,Kadsura philippinensis,literal,GJFVFQBZXOSDTN-FSCIHCLTSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5C(OC(=O)C(=CC)C)C(O)(C)C1C)C42)C=6C=CC=CC6,literal,554591-1,en,literal,"[(1S,12S,13S,14S,15R)-14-hydroxy-18,19-dimethoxy-13,14-dimethyl-15-[(Z)-2-methylbut-2-enoyl]oxy-20-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,18-pentaen-12-yl] benzoate",,,literal,10.1021/NP078006Q,,
942,uri,http://www.wikidata.org/entity/Q12237782,uri,http://www.wikidata.org/entity/Q104968559,literal,Illicium dunnianum,literal,CRIUJHLQSLFERL-UHFFFAOYSA-N,literal,O=C(OCC1(C)C(O)(C)C(O)CC23CC(=O)OC(CC2C)C13O)C=4C=CC=CC4,literal,554505-1,en,literal,"(3,4,6-Trihydroxy-4,5,11-trimethyl-9-oxo-8-oxatricyclo[5.3.2.01,6]dodecan-5-yl)methyl benzoate",,,literal,10.1021/NP9701900,,
943,uri,http://www.wikidata.org/entity/Q12237782,uri,http://www.wikidata.org/entity/Q104968559,literal,Illicium dunnianum,literal,CRIUJHLQSLFERL-UHFFFAOYSA-N,literal,O=C(OCC1(C)C(O)(C)C(O)CC23CC(=O)OC(CC2C)C13O)C=4C=CC=CC4,literal,554505-1,en,literal,"(3,4,6-Trihydroxy-4,5,11-trimethyl-9-oxo-8-oxatricyclo[5.3.2.01,6]dodecan-5-yl)methyl benzoate",,,literal,10.1016/0031-9422(95)00903-5,,
944,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q104972319,literal,Schisandra chinensis,literal,CYHOTEDWAOHQLA-RLYQOGSHSA-N,literal,O=C(O)C(=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC54CC35CCC12C)C,literal,60456331-2,en,literal,Isoschisandrolicacid,,,literal,10.1159/000102582,,
945,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q104998183,literal,Schisandra chinensis,literal,FNANNZAGLCKFOL-ZKTNFTSUSA-N,literal,OC1=CC2=C(C(OC)=C1OC)C3=C(OC)C(OC)=C(OC)C=C3C(O)C(C)C(C)C2,literal,60456331-2,en,literal,Gomisin S,,,literal,10.1248/CPB.36.3974,,
946,uri,http://www.wikidata.org/entity/Q1096405,uri,http://www.wikidata.org/entity/Q105007367,literal,Illicium henryi,literal,GEVWHIDSUOMVRI-QWNPAUMXSA-N,literal,O=C1OC2CC3(C1O)C(C)CC(O)C3(O)C4(C(=O)OC4)C2(O)C,literal,554511-1,en,literal,(−)-anisatin,literal,CHEMBL220362,literal,10.1021/JF058156B,literal,5230-87-5
947,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q104994341,literal,Schisandra wilsoniana,literal,FFCJLQURVSDVKP-CCHLGUQTSA-N,literal,O=C(OC1C2=CC(O)=C(OC)C(OC)=C2C=3C(OC)=C(OC)C(O)=CC3CC(C)C1C)C=4C=CC=CC4,literal,555083-1,en,literal,"[(8R,9S,10S)-5,14-dihydroxy-3,4,15,16-tetramethoxy-9,10-dimethyl-8-tricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaenyl] benzoate",,,literal,10.1021/NP100067W,,
948,uri,http://www.wikidata.org/entity/Q6345713,uri,http://www.wikidata.org/entity/Q104999807,literal,Kadsura longepedunculata,literal,FQRABLUDNBDAFZ-ZSMADZGOSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)C,literal,554584-1,en,literal,"[(9R,10R,11S)-3-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] acetate",,,literal,10.1248/CPB.54.129,,
949,uri,http://www.wikidata.org/entity/Q6345713,uri,http://www.wikidata.org/entity/Q104999807,literal,Kadsura longipedunculata,literal,FQRABLUDNBDAFZ-ZSMADZGOSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)C,literal,554584-1,en,literal,"[(9R,10R,11S)-3-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] acetate",,,literal,10.1248/CPB.54.129,,
950,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q104971215,literal,Schisandra chinensis,literal,CWFGQJNQESAHDH-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,60456331-2,en,literal,CID 73086050,,,literal,10.1021/OL070510Z,,
951,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q104971215,literal,Schisandra chinensis,literal,CWFGQJNQESAHDH-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,60456331-2,en,literal,CID 73086050,,,literal,10.1016/J.TET.2008.02.085,,
952,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q104991157,literal,Kadsura philippinensis,literal,DXQWWPXSKMXYIB-FSCIHCLTSA-N,literal,O=C(OC1C2=CC(OC)=C(OC)C(=O)C32C4=C(OC3)C=5OCOC5C=C4C(OC(=O)C(=CC)C)C(C)C1(O)C)C=6C=CC=CC6,literal,554591-1,en,literal,"[(1S,12S,13S,14S,15R)-14-hydroxy-18,19-dimethoxy-13,14-dimethyl-12-[(Z)-2-methylbut-2-enoyl]oxy-20-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,18-pentaen-15-yl] benzoate",,,literal,10.1021/NP078006Q,,
953,uri,http://www.wikidata.org/entity/Q6345713,uri,http://www.wikidata.org/entity/Q104978291,literal,Kadsura longepedunculata,literal,DFSWEHCESAAJRE-SASJJMKUSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)CC,literal,554584-1,en,literal,"[(9S,10R,11S)-3-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] propanoate",,,literal,10.1248/CPB.54.129,,
954,uri,http://www.wikidata.org/entity/Q6345713,uri,http://www.wikidata.org/entity/Q104978291,literal,Kadsura longipedunculata,literal,DFSWEHCESAAJRE-SASJJMKUSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)CC,literal,554584-1,en,literal,"[(9S,10R,11S)-3-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] propanoate",,,literal,10.1248/CPB.54.129,,
955,uri,http://www.wikidata.org/entity/Q6345713,uri,http://www.wikidata.org/entity/Q104966568,literal,Kadsura longepedunculata,literal,COACAZUXJVRXJK-YGIDYURRSA-N,literal,O=C1OC(C)(C)C2C(O)CC3C(O)(CC4C(=C)C(=CCC43C)C(C)C5OC(=O)C(=CC5)C)C6OC62C=C1,literal,554584-1,en,literal,"(1R,2R,4R,10S,11R,13S,14R,19R)-1,11-dihydroxy-9,9,14-trimethyl-18-methylidene-17-[(1R)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-3,8-dioxapentacyclo[11.7.0.02,4.04,10.014,19]icosa-5,16-dien-7-one",,,literal,10.1021/NP070247A,,
956,uri,http://www.wikidata.org/entity/Q6345713,uri,http://www.wikidata.org/entity/Q104966568,literal,Kadsura longipedunculata,literal,COACAZUXJVRXJK-YGIDYURRSA-N,literal,O=C1OC(C)(C)C2C(O)CC3C(O)(CC4C(=C)C(=CCC43C)C(C)C5OC(=O)C(=CC5)C)C6OC62C=C1,literal,554584-1,en,literal,"(1R,2R,4R,10S,11R,13S,14R,19R)-1,11-dihydroxy-9,9,14-trimethyl-18-methylidene-17-[(1R)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-3,8-dioxapentacyclo[11.7.0.02,4.04,10.014,19]icosa-5,16-dien-7-one",,,literal,10.1021/NP070247A,,
957,uri,http://www.wikidata.org/entity/Q1441971,uri,http://www.wikidata.org/entity/Q104968313,literal,Kadsura japonica,literal,CQWHTXPRAFEPNO-WWBQLOCISA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)C(=CC)C,literal,554582-1,en,literal,"[(9R,10R,11S)-3-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1248/CPB.29.123,,
958,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q104998183,literal,Schisandra arisanensis,literal,FNANNZAGLCKFOL-ZKTNFTSUSA-N,literal,OC1=CC2=C(C(OC)=C1OC)C3=C(OC)C(OC)=C(OC)C=C3C(O)C(C)C(C)C2,literal,555084-1,en,literal,Gomisin S,,,literal,10.1016/J.BMCL.2012.11.040,,
959,uri,http://www.wikidata.org/entity/Q15248586,uri,http://www.wikidata.org/entity/Q105015946,literal,Schisandra neglecta,literal,GRHNKVUUWRVFMM-OYMPBJRDSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3CC(C)C1C)C,literal,555074-1,en,literal,Rubschisantherin,,,literal,10.1021/NP400070X,,
960,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q104976822,literal,Kadsura philippinensis,literal,DDSNGFQCKAXUMR-FSSYLUHSSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(O)C2C3=C(OC)C(OC)=C(OC)C=C3C(OC(=O)C)C(C)C1(O)C)C(=CC)C,literal,554591-1,en,literal,"[(8R,9S,10R,11R)-11-acetyloxy-3,9-dihydroxy-4,5,14,15,16-pentamethoxy-9,10-dimethyl-8-tricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaenyl] (Z)-2-methylbut-2-enoate",,,literal,10.1016/J.PHYTOCHEM.2008.11.005,,
961,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104978823,literal,Schisandra lancifolia,literal,DGKFETRFKMWAAU-UHFFFAOYSA-N,literal,O=C1OC2C=C(C)CCC3(C)CCC(=C1C)C23,literal,555072-1,en,literal,"1,5,10-Trimethyl-7-oxatricyclo[6.4.1.04,13]trideca-4,9-dien-6-one",,,literal,10.1021/NP0700927,,
962,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104971215,literal,Schisandra lancifolia,literal,CWFGQJNQESAHDH-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555072-1,en,literal,CID 73086050,,,literal,10.1021/NP0700927,,
963,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104971215,literal,Schisandra lancifolia,literal,CWFGQJNQESAHDH-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555072-1,en,literal,CID 73086050,,,literal,10.1021/NP0503303,,
964,uri,http://www.wikidata.org/entity/Q10888521,uri,http://www.wikidata.org/entity/Q105014016,literal,Illicium jiadifengpi,literal,GOIWXPYLOXGTTQ-DRAWGZIKSA-N,literal,O=C1OC2CC3(C1O)C(C=CC3(O)C4(C)COC(=O)C24O)C,literal,900105-1,en,literal,"(1R,2S,5R,6S,10R,11S,14R)-5,10,14-trihydroxy-2,6-dimethyl-8,12-dioxatetracyclo[9.3.1.01,5.06,10]pentadec-3-ene-9,13-dione",,,literal,10.1021/NP010571K,,
965,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q104976825,literal,Kadsura philippinensis,literal,DDSNGFQCKAXUMR-YKNIJPPOSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(O)C2C3=C(OC)C(OC)=C(OC)C=C3C(OC(=O)C)C(C)C1(O)C)C(=CC)C,literal,554591-1,en,literal,"[(8S,9S,10S,11R)-11-acetyloxy-3,9-dihydroxy-4,5,14,15,16-pentamethoxy-9,10-dimethyl-8-tricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaenyl] (E)-2-methylbut-2-enoate",,,literal,10.1016/J.PHYTOCHEM.2008.11.005,,
966,uri,http://www.wikidata.org/entity/Q840783,uri,http://www.wikidata.org/entity/Q104969043,literal,Illicium floridanum,literal,CSAQCZOWKUSOKN-OXDNQEBSSA-N,literal,O=C1OC2CC3(C(=CCC3C)C(CO)(CO)C2(O)C)C1O,literal,554509-1,en,literal,"3,4-Dehydro-13,14-dihydroxyfloridanolide",,,literal,10.1021/NP000487P,,
967,uri,http://www.wikidata.org/entity/Q11174711,uri,http://www.wikidata.org/entity/Q104971210,literal,Schisandra wilsoniana,literal,CWFGQJNQESAHDH-LPXHANSTSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555083-1,en,literal,HenridilactoneD,,,literal,10.1002/HLCA.200890200,,
968,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q105009364,literal,Kadsura philippinensis,literal,GJFVFQBZXOSDTN-GMHBQWHQSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5C(OC(=O)C(=CC)C)C(O)(C)C1C)C42)C=6C=CC=CC6,literal,554591-1,en,literal,kadsuphilol F,,,literal,10.1021/NP078006Q,,
969,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104971219,literal,Schisandra lancifolia,literal,CWFGQJNQESAHDH-YNKBLOEBSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555072-1,en,literal,"(1R,3S,7S,10R,12R,13S,15R,17S,18R,21S,22R,23R,25R,29R)-12-hydroxy-9,9,18,23,25-pentamethyl-4,8,16,20,28-pentaoxaoctacyclo[13.12.1.1¹⁵,²².0¹,¹³.0³,⁷.0³,¹⁰.0¹⁷,²¹.0²⁵,²⁹]nonacosane-5,14,19,24-tetrone",,,literal,10.1021/NP030339+,,
970,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q105005839,literal,Schisandra lancifolia,literal,GBFXKHLFZQNAQA-SZNDQCEHSA-N,literal,O(C=1C=C(C=C(OC)C1OC)C(C2=CC(OC)=C3OCOC3=C2)C(C)C(C)C)C,literal,555072-1,en,literal,"6-[(1S,2R)-2,3-dimethyl-1-(3,4,5-trimethoxyphenyl)butyl]-4-methoxy-1,3-benzodioxole",,,literal,10.1080/10286020.2011.570949,,
971,uri,http://www.wikidata.org/entity/Q2878644,uri,http://www.wikidata.org/entity/Q105007367,literal,Illicium verum,literal,GEVWHIDSUOMVRI-QWNPAUMXSA-N,literal,O=C1OC2CC3(C1O)C(C)CC(O)C3(O)C4(C(=O)OC4)C2(O)C,literal,554553-1,en,literal,(−)-anisatin,literal,CHEMBL220362,literal,10.1021/JF058156B,literal,5230-87-5
972,uri,http://www.wikidata.org/entity/Q2878644,uri,http://www.wikidata.org/entity/Q105007367,literal,Illicium verum,literal,GEVWHIDSUOMVRI-QWNPAUMXSA-N,literal,O=C1OC2CC3(C1O)C(C)CC(O)C3(O)C4(C(=O)OC4)C2(O)C,literal,554553-1,en,literal,(−)-anisatin,literal,CHEMBL220362,literal,10.1248/CPB.44.1908,literal,5230-87-5
973,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q104993369,literal,Schisandra arisanensis,literal,FCTUIBJAFLZNCK-ZRNVZAQMSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1(O)C)C(=CC)C,literal,555084-1,en,literal,"[(9R,10S,11S)-3,10-dihydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1021/NP9003678,,
974,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q104969135,literal,Kadsura philippinensis,literal,CSENXHQRKPKMRD-SLBUFQDOSA-N,literal,O=C1C(OC)=C(OC)C=C2C(O)C(C)C3(C)C(O)C4=CC=5OCOC5C(OC)=C4C123,literal,554591-1,en,literal,Kadsuphilin M,,,literal,10.1002/HLCA.200890052,,
975,uri,http://www.wikidata.org/entity/Q12234612,uri,http://www.wikidata.org/entity/Q104971521,literal,Kadsura philippinensis,literal,CWTKKMAJNZCARV-PISHQANHSA-N,literal,OC1=C(OC)C(OC)=CC2=C1C3=C(OC)C=4OCOC4C=C3C(O)C(C)C(C)C2,literal,554591-1,en,literal,"(9S,10R,11S)-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaene-3,11-diol",,,literal,10.1021/NP078006Q,,
976,uri,http://www.wikidata.org/entity/Q1441971,uri,http://www.wikidata.org/entity/Q105013387,literal,Kadsura japonica,literal,GNVXWHHJQBUCSB-RKPUJPDHSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(O)=C(OC)C(OC)=CC4CC(C)C1C)CCCCC,literal,554582-1,en,literal,"[(9R,10R,11S)-3-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] hexanoate",,,literal,10.1248/CPB.29.123,,
977,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105004684,literal,Schisandra chinensis,literal,FYSHYFPJBONYCQ-UHFFFAOYSA-N,literal,OC1=C(OC)C(OC)=CC2=C1C3=C(OC)C(OC)=C(OC)C=C3CC(C)C(C)C2,literal,60456331-2,en,literal,gomisin K3,,,literal,10.1021/NP0503707,,
978,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104971210,literal,Schisandra lancifolia,literal,CWFGQJNQESAHDH-LPXHANSTSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555072-1,en,literal,HenridilactoneD,,,literal,10.1002/HLCA.201000004,,
979,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104971210,literal,Schisandra lancifolia,literal,CWFGQJNQESAHDH-LPXHANSTSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555072-1,en,literal,HenridilactoneD,,,literal,10.1021/NP060047J,,
980,uri,http://www.wikidata.org/entity/Q12218776,uri,http://www.wikidata.org/entity/Q104971220,literal,Schisandra lancifolia,literal,CWFGQJNQESAHDH-ZHZJFANBSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5C(O)CC3C(OC2C1)(C)C,literal,555072-1,en,literal,"(1S,3R,7R,10S,12S,13R,15S,17R,18S,21R,22S,23S,25S,29S)-12-hydroxy-9,9,18,23,25-pentamethyl-4,8,16,20,28-pentaoxaoctacyclo[13.12.1.115,22.01,13.03,7.03,10.017,21.025,29]nonacosane-5,14,19,24-tetrone",,,literal,10.1021/NP060047J,,
