,organism.type,organism,structure.type,structure,organism_name.type,organism_name,ipniID.type,ipniID,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
4037,uri,http://www.wikidata.org/entity/Q11066056,uri,http://www.wikidata.org/entity/Q27137710,literal,Eleutherococcus sieboldianus,literal,90437-1,literal,RYHDIBJJJRNDSX-MCGLQMIESA-N,literal,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)O)OC1C(C(C(C(O1)C)O)O)O)C)(C)C)O)O)O)CO)O)O)O,en,literal,kalopanaxsaponin b,literal,10.1007/BF02238349,literal,14216-03-6,literal,CHEMBL1910840
4038,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27139212,literal,Panax ginseng,literal,77211872-1,literal,BRMWTNUJHUMWMS-UHFFFAOYSA-N,literal,CN1C=C(N=C1)CC(C(=O)O)N,en,literal,1-methylhistidine (DL-form),literal,10.1007/S00299-017-2236-7,,,literal,CHEMBL45557
4039,uri,http://www.wikidata.org/entity/Q15551579,uri,http://www.wikidata.org/entity/Q27136462,literal,Panax stipuleanatus,literal,91573-1,literal,YOSRLTNUOCHBEA-SGVKAIFKSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,calenduloside f,literal,10.1016/J.BMCL.2010.09.074,literal,51415-02-2,literal,CHEMBL1095348
4040,uri,http://www.wikidata.org/entity/Q111147578,uri,http://www.wikidata.org/entity/Q27136880,literal,Heptapleurum bodinieri,literal,90850-1,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1016/S0031-9422(96)00460-8,literal,19716-26-8,literal,CHEMBL447335
4041,uri,http://www.wikidata.org/entity/Q111147578,uri,http://www.wikidata.org/entity/Q27136880,literal,Heptapleurum bodinieri,literal,90850-1,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1055/S-1999-13967,literal,19716-26-8,literal,CHEMBL447335
4042,uri,http://www.wikidata.org/entity/Q111147578,uri,http://www.wikidata.org/entity/Q27136880,literal,Heptapleurum bodinieri,literal,90850-1,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1016/S0031-9422(96)00459-1,literal,19716-26-8,literal,CHEMBL447335
4043,uri,http://www.wikidata.org/entity/Q111147578,uri,http://www.wikidata.org/entity/Q27136880,literal,Heptapleurum bodinieri,literal,90850-1,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1016/S0928-3420(99)80012-3,literal,19716-26-8,literal,CHEMBL447335
4044,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q27136462,literal,Eleutherococcus senticosus,literal,90431-1,literal,YOSRLTNUOCHBEA-SGVKAIFKSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,calenduloside f,literal,10.1248/CPB.55.1087,literal,51415-02-2,literal,CHEMBL1095348
4045,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q27136596,literal,Eleutherococcus senticosus,literal,90431-1,literal,RUVUHIUYGJBLGI-XJZKHKOHSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(C)C,en,literal,beta-sitostenone,literal,10.1002/PTR.3346,literal,1058-61-3,literal,CHEMBL66926
4046,uri,http://www.wikidata.org/entity/Q712166,uri,http://www.wikidata.org/entity/Q27136462,literal,Tetrapanax papyrifer,literal,92571-1,literal,YOSRLTNUOCHBEA-SGVKAIFKSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,calenduloside f,literal,10.1023/B:CONC.0000025462.60159.F7,literal,51415-02-2,literal,CHEMBL1095348
4047,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27146703,literal,Panax notoginseng,literal,91521-1,literal,CKUVNOCSBYYHIS-IRFFNABBSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,en,literal,(20S)-ginsenoside Rh2,literal,10.1002/PCA.1099,literal,78214-33-2,literal,CHEMBL1783834
4048,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27146703,literal,Panax notoginseng,literal,91521-1,literal,CKUVNOCSBYYHIS-IRFFNABBSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,en,literal,(20S)-ginsenoside Rh2,literal,10.1021/ACS.JNATPROD.5B00027,literal,78214-33-2,literal,CHEMBL1783834
4049,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27146703,literal,Panax notoginseng,literal,91521-1,literal,CKUVNOCSBYYHIS-IRFFNABBSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,en,literal,(20S)-ginsenoside Rh2,literal,10.1016/J.PHYTOCHEM.2008.04.015,literal,78214-33-2,literal,CHEMBL1783834
4050,uri,http://www.wikidata.org/entity/Q15225398,uri,http://www.wikidata.org/entity/Q27138947,literal,Eleutherococcus trifoliatus,literal,90440-1,literal,ZDLGCAQIENQSSF-QIQYSRIJSA-N,literal,CC=CC1=CC(=C(C(=C1)OC)OC2C(C(C(C(O2)CO)O)O)O)OC,en,literal,acantrifoside E,literal,10.1007/BF02994751,,,,
4051,uri,http://www.wikidata.org/entity/Q15555196,uri,http://www.wikidata.org/entity/Q27136297,literal,Polyscias fulva,literal,91769-1,literal,QDLAGTHXVHQKRE-UHFFFAOYSA-N,literal,CC1=CC(=CC2=C1C(=O)C3=C(C=C(C=C3O2)OC)O)OC,en,literal,lichexanthone,literal,10.1016/J.BSE.2003.10.008,literal,15222-53-4,literal,CHEMBL470650
4052,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q27139687,literal,Eleutherococcus japonicus,literal,90421-1,literal,PAIBKVQNJKUVCE-JUENUIDLSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C)C2C1)C)C(=O)O)C,en,literal,gypsogenic acid,literal,10.1248/CPB.53.1147,literal,5143-05-5,literal,CHEMBL2386654
4053,uri,http://www.wikidata.org/entity/Q15555196,uri,http://www.wikidata.org/entity/Q27136880,literal,Polyscias fulva,literal,91769-1,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1016/J.BSE.2003.10.008,literal,19716-26-8,literal,CHEMBL447335
4054,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27146705,literal,Panax ginseng,literal,77211872-1,literal,XNGXWSFSJIQMNC-FIYORUNESA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C,en,literal,ginsenoside F1,literal,10.1016/J.BMCL.2009.10.110,literal,53963-43-2,literal,CHEMBL584011
4055,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27146705,literal,Panax ginseng,literal,77211872-1,literal,XNGXWSFSJIQMNC-FIYORUNESA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C,en,literal,ginsenoside F1,literal,10.5012/BKCS.2010.31.5.1381,literal,53963-43-2,literal,CHEMBL584011
4056,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27146705,literal,Panax ginseng,literal,77211872-1,literal,XNGXWSFSJIQMNC-FIYORUNESA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C,en,literal,ginsenoside F1,literal,10.1248/CPB.55.571,literal,53963-43-2,literal,CHEMBL584011
4057,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27146714,literal,Panax notoginseng,literal,91521-1,literal,JDCPEKQWFDWQLI-LUQKBWBOSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,en,literal,ginsenoside Rc,literal,10.1016/J.PHYTOCHEM.2008.04.015,literal,11021-14-0,literal,CHEMBL451702
4058,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27146699,literal,Panax ginseng,literal,77211872-1,literal,SWIROVJVGRGSPO-JBVRGBGGSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C,en,literal,ginsenoside F2,literal,10.1080/10286020.2010.508035,literal,62025-49-4,literal,CHEMBL1095007
4059,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27146699,literal,Panax ginseng,literal,77211872-1,literal,SWIROVJVGRGSPO-JBVRGBGGSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C,en,literal,ginsenoside F2,literal,10.1248/CPB.55.571,literal,62025-49-4,literal,CHEMBL1095007
4060,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27136474,literal,Panax notoginseng,literal,91521-1,literal,RWXIFXNRCLMQCD-CZIWJLDFSA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)O)C,en,literal,(20R)-ginsenoside Rg3,literal,10.1021/ACS.JNATPROD.5B00027,literal,38243-03-7,literal,CHEMBL1095008
4061,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1007/BF00629780,literal,34367-04-9,literal,CHEMBL488317
4062,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1016/0021-9673(94)00724-1,literal,34367-04-9,literal,CHEMBL488317
4063,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1016/S0024-3205(00)00720-7,literal,34367-04-9,literal,CHEMBL488317
4064,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/CPB.43.137,literal,34367-04-9,literal,CHEMBL488317
4065,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/YAKUSHI1947.108.9_872,literal,34367-04-9,literal,CHEMBL488317
4066,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1002/JPS.2600671050,literal,34367-04-9,literal,CHEMBL488317
4067,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1016/0021-9673(93)80028-7,literal,34367-04-9,literal,CHEMBL488317
4068,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/YAKUSHI1947.113.6_460,literal,34367-04-9,literal,CHEMBL488317
4069,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1055/S-2006-958137,literal,34367-04-9,literal,CHEMBL488317
4070,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/CPB.36.4177,literal,34367-04-9,literal,CHEMBL488317
4071,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1021/NP50009A004,literal,34367-04-9,literal,CHEMBL488317
4072,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/YAKUSHI1947.115.3_241,literal,34367-04-9,literal,CHEMBL488317
4073,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1016/0021-9673(93)80479-R,literal,34367-04-9,literal,CHEMBL488317
4074,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/CPB.37.1934,literal,34367-04-9,literal,CHEMBL488317
4075,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/CPB.37.2961,literal,34367-04-9,literal,CHEMBL488317
4076,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1016/0031-9422(95)00218-V,literal,34367-04-9,literal,CHEMBL488317
4077,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1007/BF02688537,literal,34367-04-9,literal,CHEMBL488317
4078,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1002/PTR.2650090406,literal,34367-04-9,literal,CHEMBL488317
4079,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/CPB.34.2100,literal,34367-04-9,literal,CHEMBL488317
4080,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q27136466,literal,Panax ginseng,literal,77211872-1,literal,NFZYDZXHKFHPGA-QQHDHSITSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,en,literal,Chikusetsusaponin-V,literal,10.1248/CPB.36.3468,literal,34367-04-9,literal,CHEMBL488317
4081,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27136471,literal,Panax notoginseng,literal,91521-1,literal,RLDVZILFNVRJTL-IWFVLDDISA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,ginsenoside Rd,literal,10.1021/NP030015L,literal,52705-93-8,literal,CHEMBL473659
4082,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27136471,literal,Panax notoginseng,literal,91521-1,literal,RLDVZILFNVRJTL-IWFVLDDISA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,ginsenoside Rd,literal,10.1016/S0031-9422(99)00364-7,literal,52705-93-8,literal,CHEMBL473659
4083,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27136471,literal,Panax notoginseng,literal,91521-1,literal,RLDVZILFNVRJTL-IWFVLDDISA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,ginsenoside Rd,literal,10.1007/S11418-005-0027-X,literal,52705-93-8,literal,CHEMBL473659
4084,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27136471,literal,Panax notoginseng,literal,91521-1,literal,RLDVZILFNVRJTL-IWFVLDDISA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,ginsenoside Rd,literal,10.3390/MOLECULES15118169,literal,52705-93-8,literal,CHEMBL473659
4085,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27136471,literal,Panax notoginseng,literal,91521-1,literal,RLDVZILFNVRJTL-IWFVLDDISA-N,literal,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,en,literal,ginsenoside Rd,literal,10.1248/CPB.31.3205,literal,52705-93-8,literal,CHEMBL473659
4086,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27146707,literal,Panax notoginseng,literal,91521-1,literal,AGBCLJAHARWNLA-DQUQINEDSA-N,literal,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O,en,literal,ginsenoside Rg2,literal,10.1002/CBDV.200800313,literal,52286-74-5,literal,CHEMBL505747
4087,uri,http://www.wikidata.org/entity/Q15551438,uri,http://www.wikidata.org/entity/Q27146707,literal,Panax notoginseng,literal,91521-1,literal,AGBCLJAHARWNLA-DQUQINEDSA-N,literal,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O,en,literal,ginsenoside Rg2,literal,10.1007/S11418-005-0027-X,literal,52286-74-5,literal,CHEMBL505747
