,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
564,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q15410900,literal,Tetraena coccinea,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,sitogluside,literal,10.1016/0031-9422(92)80219-5,literal,50425630-2,en,literal,474-58-8,literal,CHEMBL506678
565,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q15410900,literal,Tetraena coccinea,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,sitogluside,literal,10.1055/S-0031-1273569,literal,50425630-2,en,literal,474-58-8,literal,CHEMBL506678
566,uri,http://www.wikidata.org/entity/Q15542200,uri,http://www.wikidata.org/entity/Q110204808,literal,Fagonia scabra,literal,CKKHEHXMWKSCAU-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C(OC)=C(O)C=C(O)C14)C=5C=CC(O)=CC5,literal,"5,7-Dihydroxy-2-(4-hydroxyphenyl)-8-methoxy-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0305-1978(90)90033-C,literal,873215-1,en,,,,
567,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105385841,literal,Tribulus terrestris,literal,ZXWKMMUGIGJAII-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OCC(O)C(O)C%10O)C(O)C7OC%11OC(C)C(O)C(O)C%11O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105385841,literal,10.1080/1028602031000111996,literal,873489-1,,,,,
568,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105385841,literal,Tribulus terrestris,literal,ZXWKMMUGIGJAII-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OCC(O)C(O)C%10O)C(O)C7OC%11OC(C)C(O)C(O)C%11O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105385841,literal,10.1016/J.PHYTOCHEM.2014.08.003,literal,873489-1,,,,,
569,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q110204863,literal,Tribulus terrestris,literal,LTMDRRVXDLERDM-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC5=CC(OC6OC(CO)C(O)C(O)C6O)=CC(O)=C15)C=7C=CC(O)=C(OC)C7,literal,"5-Hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0031-9422(82)83030-6,literal,873489-1,en,,,,
570,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q115947023,literal,Tribulus terrestris,literal,PTZNMCWYFDRQTQ-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(O)CCC32C)C4CC5OC(O)(CCC(C)COC6OC(CO)C(O)C(O)C6O)C(C)C5C14C,literal,Q115947023,literal,10.1016/J.PHYTOCHEM.2014.08.003,literal,873489-1,,,,,
571,uri,http://www.wikidata.org/entity/Q5855317,uri,http://www.wikidata.org/entity/Q110204808,literal,Fagonia arabica,literal,CKKHEHXMWKSCAU-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C(OC)=C(O)C=C(O)C14)C=5C=CC(O)=CC5,literal,"5,7-Dihydroxy-2-(4-hydroxyphenyl)-8-methoxy-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0305-1978(90)90033-C,literal,873150-1,en,,,,
572,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q15410900,literal,Tribulus terrestris,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,sitogluside,literal,10.1039/P19810002405,literal,873489-1,en,literal,474-58-8,literal,CHEMBL506678
573,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q15410900,literal,Tribulus terrestris,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,sitogluside,literal,10.1055/S-0036-1578747,literal,873489-1,en,literal,474-58-8,literal,CHEMBL506678
574,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q15410900,literal,Tribulus terrestris,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,sitogluside,literal,10.1078/094471102321621395,literal,873489-1,en,literal,474-58-8,literal,CHEMBL506678
575,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q115947123,literal,Tribulus terrestris,literal,LBNRRNMVGYNVTR-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(O)CCC32C)C4CC5OC(=C(C)C5C14C)CCC(C)COC6OC(CO)C(O)C(O)C6O,literal,Q115947123,literal,10.1080/10286020801966575,literal,873489-1,,,,,
576,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q115947123,literal,Tribulus terrestris,literal,LBNRRNMVGYNVTR-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(O)CCC32C)C4CC5OC(=C(C)C5C14C)CCC(C)COC6OC(CO)C(O)C(O)C6O,literal,Q115947123,literal,10.1007/BF02491733,literal,873489-1,,,,,
577,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q115784934,literal,Tribulus terrestris,literal,NVCUAFIUMZCPGV-KZMKVQJGSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(O)C(O)C4O)CCC32C)C5CC6OC7(OCC(C)CC7)C(C)C6C15C,literal,"(1R,2S,4S,5'R,6R,7S,8R,9S,12S,13S,16S,18S)-5',7,9,13-tetramethyl-16-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10-one",literal,10.1080/1028602031000111996,literal,873489-1,en,,,,
578,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q110191106,literal,Tribulus terrestris,literal,ULMZDHHUALCNKS-UHFFFAOYSA-N,literal,O=C1C(O)C2(OCC1C)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C,literal,"3'-Hydroxy-16-[4-hydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-4'-one",literal,10.1016/J.STEROIDS.2008.12.008,literal,873489-1,en,,,,
579,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q110191106,literal,Tribulus terrestris,literal,ULMZDHHUALCNKS-UHFFFAOYSA-N,literal,O=C1C(O)C2(OCC1C)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C,literal,"3'-Hydroxy-16-[4-hydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-4'-one",literal,10.1055/S-2001-11650,literal,873489-1,en,,,,
580,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q110192081,literal,Tribulus terrestris,literal,BEHTZOPNUZBBMC-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CCC5(C)C(CCC6C5CCC7(C)C6CC8OC9(OCC(C)C(O)C9)C(C)C87)C4)OC2CO)C(O)C(O)C1O,literal,"2-[4-Hydroxy-6-(hydroxymethyl)-2-(4'-hydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl)oxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol",literal,10.1016/J.STEROIDS.2008.12.008,literal,873489-1,en,,,,
581,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q110192081,literal,Tribulus terrestris,literal,BEHTZOPNUZBBMC-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CCC5(C)C(CCC6C5CCC7(C)C6CC8OC9(OCC(C)C(O)C9)C(C)C87)C4)OC2CO)C(O)C(O)C1O,literal,"2-[4-Hydroxy-6-(hydroxymethyl)-2-(4'-hydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl)oxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol",literal,10.1055/S-2001-11650,literal,873489-1,en,,,,
582,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q115947029,literal,Tribulus terrestris,literal,GVPBMHWSFYNZKX-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)CCC32C)C6CC7OC8(OCC(C)C(OC9OC(CO)C(O)C(O)C9O)C8)C(C)C7C16C,literal,Q115947029,literal,10.1016/J.PHYTOCHEM.2014.08.003,literal,873489-1,,,,,
583,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q115948094,literal,Tribulus terrestris,literal,VMTHRKNVFMFGID-UHFFFAOYSA-N,literal,O=C1C=C2CCC3C(CC(=O)C4(C)C5C(=C(OC5CC34)CCC(C)COC6OC(CO)C(O)C(O)C6O)C)C2(C)CC1,literal,"7,9,13-trimethyl-6-[3-methyl-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutyl]-5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-6,17-diene-10,16-dione",literal,10.1080/1028602031000111996,literal,873489-1,en,,,,
584,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q121802,literal,Tribulus terrestris,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,beta-sitosterol,literal,10.1016/J.FITOTE.2003.09.001,literal,873489-1,en,literal,83-46-5,,
585,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q121802,literal,Tribulus terrestris,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,beta-sitosterol,literal,10.1016/S0031-9422(97)01086-8,literal,873489-1,en,literal,83-46-5,,
586,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q121802,literal,Tribulus terrestris,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,beta-sitosterol,literal,10.1055/S-2006-957535,literal,873489-1,en,literal,83-46-5,,
587,uri,http://www.wikidata.org/entity/Q5970127,uri,http://www.wikidata.org/entity/Q27280983,literal,Larrea cuneifolia,literal,FMEHGPQTMOPUGM-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O,literal,"3,3'-di-O-methylquercetin",literal,10.1016/S0031-9422(00)86519-X,literal,873315-1,en,literal,4382-17-6,literal,CHEMBL511363
588,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q27108101,literal,Tribulus terrestris,literal,GMCGZPQYTRHQRU-DKWQWWTLSA-N,literal,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O,literal,Protogracillin,literal,10.1007/BF00601288,literal,873489-1,en,literal,54848-30-5,literal,CHEMBL2071193
589,uri,http://www.wikidata.org/entity/Q15542427,uri,http://www.wikidata.org/entity/Q27108442,literal,Kallstroemia tribuloides,literal,GMBQZIIUCVWOCD-MFRNJXNGSA-N,literal,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,literal,tigogenin,literal,10.1016/S0031-9422(00)97903-2,literal,873302-1,en,literal,77-60-1,literal,CHEMBL43871
590,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q27137586,literal,Larrea tridentata,literal,PIBJADPEZQHMQS-FRVJLOGJSA-N,literal,CC1C(C(OC1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,literal,"meso-3,3'-didemethoxynectandrin B",literal,10.1021/NP50068A019,literal,135649-2,en,,,literal,CHEMBL2147417
591,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q27137586,literal,Larrea tridentata,literal,PIBJADPEZQHMQS-FRVJLOGJSA-N,literal,CC1C(C(OC1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,literal,"meso-3,3'-didemethoxynectandrin B",literal,10.1039/B302632A,literal,135649-2,en,,,literal,CHEMBL2147417
592,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q27137586,literal,Larrea tridentata,literal,PIBJADPEZQHMQS-FRVJLOGJSA-N,literal,CC1C(C(OC1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,literal,"meso-3,3'-didemethoxynectandrin B",literal,10.1016/J.PHYTOCHEM.2004.07.009,literal,135649-2,en,,,literal,CHEMBL2147417
593,uri,http://www.wikidata.org/entity/Q15542826,uri,http://www.wikidata.org/entity/Q23058965,literal,Zygophyllum album,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,nictoflorin,literal,10.1016/0031-9422(93)85470-C,literal,873500-1,en,literal,17650-84-9,literal,CHEMBL498879
594,uri,http://www.wikidata.org/entity/Q2248958,uri,http://www.wikidata.org/entity/Q27136560,literal,Guaiacum sanctum,literal,GVLSMMAPMUCRRO-POAYWABDSA-N,literal,COC1=C(C=CC(=C1)C2C(=C)C3(CCC4=C(C3)C(OC4C5=CC(=C(C=C5)O)OC)C6=CC(=C(C=C6)O)OC)C(O2)C7=CC(=C(C=C7)O)OC)O,literal,"Ramonanin C, (rel)-",literal,10.1021/NP100891Y,literal,873256-1,en,,,literal,CHEMBL1782127
595,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q23418844,literal,Tribulus terrestris,literal,DVGGLGXQSFURLP-VWMSDXGPSA-N,literal,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,literal,tiliroside,literal,10.1016/0031-9422(82)83030-6,literal,873489-1,en,literal,20316-62-5,literal,CHEMBL266564
596,uri,http://www.wikidata.org/entity/Q7840464,uri,http://www.wikidata.org/entity/Q3915149,literal,Tribulus cistoides,literal,DSCFFEYYQKSRSV-FEPQRWDDSA-N,literal,COC1C(C(C(C(C1O)O)O)O)O,literal,"(3Ξ,6Ξ)-D-pinitol",literal,10.1016/S0031-9422(00)86890-9,literal,873411-1,en,,,,
597,uri,http://www.wikidata.org/entity/Q2248958,uri,http://www.wikidata.org/entity/Q27136558,literal,Guaiacum sanctum,literal,GVLSMMAPMUCRRO-OQZGELFMSA-N,literal,COC1=C(C=CC(=C1)C2C(=C)C3(CCC4=C(C3)C(OC4C5=CC(=C(C=C5)O)OC)C6=CC(=C(C=C6)O)OC)C(O2)C7=CC(=C(C=C7)O)OC)O,literal,"Ramonanin A, (rel)-",literal,10.1021/NP100891Y,literal,873256-1,en,,,literal,CHEMBL1782125
598,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q27261375,literal,Tetraena coccinea,literal,PUOQHFWXBKTHST-DLCGLXBKSA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)O)O)C)C)C2C1C)C(=O)O)C(=O)O,literal,quinovin,literal,10.1016/0031-9422(93)85538-3,literal,50425630-2,en,literal,107870-05-3,,
599,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q27261375,literal,Tetraena coccinea,literal,PUOQHFWXBKTHST-DLCGLXBKSA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)O)O)C)C)C2C1C)C(=O)O)C(=O)O,literal,quinovin,literal,10.1016/S0031-9422(96)00552-3,literal,50425630-2,en,literal,107870-05-3,,
600,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q27261375,literal,Tetraena coccinea,literal,PUOQHFWXBKTHST-DLCGLXBKSA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)O)O)C)C)C2C1C)C(=O)O)C(=O)O,literal,quinovin,literal,10.1021/NP50071A010,literal,50425630-2,en,literal,107870-05-3,,
601,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q27272028,literal,Tribulus terrestris,literal,AULWDENWMBJIIQ-KHXIKGBRSA-N,literal,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)C)C)C)OC1,literal,f-gitonin,literal,10.1016/0031-9422(96)00131-8,literal,873489-1,en,literal,28591-01-7,literal,CHEMBL510031
602,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q27155066,literal,Tribulus terrestris,literal,HSSJYSJXBOCKQM-GVTGEURHSA-N,literal,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)OC,literal,methylprotodioscin,literal,10.1515/ZNC-2002-1-206,literal,873489-1,en,literal,54522-52-0,literal,CHEMBL453625
603,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q27155066,literal,Tribulus terrestris,literal,HSSJYSJXBOCKQM-GVTGEURHSA-N,literal,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)OC,literal,methylprotodioscin,literal,10.1007/BF02491733,literal,873489-1,en,literal,54522-52-0,literal,CHEMBL453625
604,uri,http://www.wikidata.org/entity/Q5970127,uri,http://www.wikidata.org/entity/Q27105473,literal,Larrea cuneifolia,literal,VJJZJBUCDWKPLC-UHFFFAOYSA-N,literal,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,literal,3-methoxyapigenin,literal,10.1016/S0031-9422(00)86519-X,literal,873315-1,en,literal,1592-70-7,literal,CHEMBL165064
605,uri,http://www.wikidata.org/entity/Q15543032,uri,http://www.wikidata.org/entity/Q23058965,literal,Zygophyllum simplex,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,nictoflorin,literal,10.1016/0031-9422(92)83503-Q,literal,873693-1,en,literal,17650-84-9,literal,CHEMBL498879
606,uri,http://www.wikidata.org/entity/Q12218995,uri,http://www.wikidata.org/entity/Q27108321,literal,Fagonia glutinosa,literal,BQPYEFAVIPEQIK-CGCSGISQSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(C(O7)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C,literal,Spinasaponin A,literal,10.1007/978-1-4614-0541-2_1190,literal,873177-1,en,literal,25406-56-8,,
607,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q33495,literal,Tribulus terrestris,literal,MWOOGOJBHIARFG-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C=O)O,literal,vanillin,literal,10.1016/S0031-9422(97)01086-8,literal,873489-1,en,literal,121-33-5,literal,CHEMBL13883
608,uri,http://www.wikidata.org/entity/Q2248958,uri,http://www.wikidata.org/entity/Q27136561,literal,Guaiacum sanctum,literal,GVLSMMAPMUCRRO-UHBFVKAMSA-N,literal,COC1=C(C=CC(=C1)C2C(=C)C3(CCC4=C(C3)C(OC4C5=CC(=C(C=C5)O)OC)C6=CC(=C(C=C6)O)OC)C(O2)C7=CC(=C(C=C7)O)OC)O,literal,"Ramonanin D, (rel)-",literal,10.1021/NP100891Y,literal,873256-1,en,,,literal,CHEMBL1782128
609,uri,http://www.wikidata.org/entity/Q15543032,uri,http://www.wikidata.org/entity/Q27108621,literal,Zygophyllum simplex,literal,JFSHUTJDVKUMTJ-QHPUVITPSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,literal,β-amyrin,literal,10.1016/0031-9422(92)83503-Q,literal,873693-1,en,literal,559-70-6,literal,CHEMBL455098
610,uri,http://www.wikidata.org/entity/Q7840464,uri,http://www.wikidata.org/entity/Q27151349,literal,Tribulus cistoides,literal,FWCXELAAYFYCSR-HJXRQQMRSA-N,literal,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CC(C(C6)O)O)C)C)C)OC1,literal,Neogitogenin,literal,10.1016/S0031-9422(00)86890-9,literal,873411-1,en,,,,
611,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q27135651,literal,Larrea tridentata,literal,PIBJADPEZQHMQS-FVEFGIFQSA-N,literal,CC1C(C(OC1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,literal,(+)-larreatricin,literal,10.1021/NP50068A019,literal,135649-2,en,,,,
612,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q27135651,literal,Larrea tridentata,literal,PIBJADPEZQHMQS-FVEFGIFQSA-N,literal,CC1C(C(OC1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,literal,(+)-larreatricin,literal,10.1039/B302632A,literal,135649-2,en,,,,
613,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q27261475,literal,Tribulus terrestris,literal,CHEMZHJQHCVLFI-MKICQXMISA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)NCCCCNC(=O)C=CC2=CC(=C(C=C2)O)OC)O,literal,bis-ferulamidobutane,literal,10.1016/S0031-9422(97)01086-8,literal,873489-1,en,literal,91000-13-4,literal,CHEMBL1088758
614,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q393336,literal,Larrea tridentata,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,kaempferol,literal,10.1248/BPB.31.2321,literal,135649-2,en,literal,520-18-3,literal,CHEMBL150
615,uri,http://www.wikidata.org/entity/Q2248958,uri,http://www.wikidata.org/entity/Q27136559,literal,Guaiacum sanctum,literal,GVLSMMAPMUCRRO-RZTCZVRSSA-N,literal,COC1=C(C=CC(=C1)C2C(=C)C3(CCC4=C(C3)C(OC4C5=CC(=C(C=C5)O)OC)C6=CC(=C(C=C6)O)OC)C(O2)C7=CC(=C(C=C7)O)OC)O,literal,"Ramonanin B, (rel)-",literal,10.1021/NP100891Y,literal,873256-1,en,,,literal,CHEMBL1782126
616,uri,http://www.wikidata.org/entity/Q15542200,uri,http://www.wikidata.org/entity/Q23049780,literal,Fagonia scabra,literal,CQLRUIIRRZYHHS-BYXQHVMRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(OC)C4,literal,Isorhamnetin 3-glucoside,literal,10.1016/S0031-9422(00)81712-4,literal,873215-1,en,,,,
617,uri,http://www.wikidata.org/entity/Q15543098,uri,http://www.wikidata.org/entity/Q27108442,literal,Kallstroemia maxima,literal,GMBQZIIUCVWOCD-MFRNJXNGSA-N,literal,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,literal,tigogenin,literal,10.1016/S0031-9422(00)97903-2,literal,77076481-1,en,literal,77-60-1,literal,CHEMBL43871
