,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structure_cas.type,structure_cas,chembl_id.type,chembl_id
61,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q111242150,literal,Hydnocarpus pentandrus,literal,KMYJDVOGPCWOTR-UDJTZZNJSA-N,literal,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC=4OC(CO)C(OC4C3)C5=CC(OC)=C(O)C(=C5)C(=CC6=CC=C(O)C(OC)=C6)CO,en,literal,Hydnowightin,literal,10.1055/S-0028-1097302,literal,365635-1,,,,
62,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q111242150,literal,Hydnocarpus pentandrus,literal,KMYJDVOGPCWOTR-UDJTZZNJSA-N,literal,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC=4OC(CO)C(OC4C3)C5=CC(OC)=C(O)C(=C5)C(=CC6=CC=C(O)C(OC)=C6)CO,en,literal,Hydnowightin,literal,10.1021/NP50077A010,literal,365635-1,,,,
63,uri,http://www.wikidata.org/entity/Q256911,uri,http://www.wikidata.org/entity/Q105251819,literal,Hydnocarpus octandra,literal,SFLBBFFVFHUSKQ-UHFFFAOYSA-N,literal,O=C(O)C12CCC3(C)CCC(C)(C)CC3C2(C)CCC4(C)C5CCC(O)C(C)C5(C)CCC41,en,literal,Trichadenic acid B,literal,10.1039/P19770000418,literal,111760-1,,,,
64,uri,http://www.wikidata.org/entity/Q256911,uri,http://www.wikidata.org/entity/Q104193324,literal,Hydnocarpus octandra,literal,OFMXGFHWLZPCFL-UHFFFAOYSA-N,literal,O=C1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(C)CCC5(C)CCC34C)C1C,en,literal,friedelin,literal,10.1039/P19770000418,literal,111760-1,literal,34539-66-7,,
65,uri,http://www.wikidata.org/entity/Q17565338,uri,http://www.wikidata.org/entity/Q102302396,literal,Hydnocarpus castaneus,literal,XMVQWNRDPAAMJB-KRWDZBQOSA-N,literal,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,en,literal,(R)-chaulmoogric acid,literal,10.1016/S0021-9673(01)92485-9,literal,111741-1,literal,1017254-68-0,,
66,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q54321180,literal,Hydnocarpus pentandrus,literal,DTHSUAKYTFUSQU-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCCCC(=O)O,en,literal,Alepric acid,literal,10.1021/JA01267A064,literal,365635-1,literal,2519-24-6,,
67,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q54321180,literal,Hydnocarpus pentandrus,literal,DTHSUAKYTFUSQU-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCCCC(=O)O,en,literal,Alepric acid,literal,10.1021/JA01878A025,literal,365635-1,literal,2519-24-6,,
68,uri,http://www.wikidata.org/entity/Q256911,uri,http://www.wikidata.org/entity/Q104200838,literal,Hydnocarpus octandra,literal,XCDQFROEGGNAER-UHFFFAOYSA-N,literal,OC1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(C)CCC5(C)CCC34C)C1C,en,literal,Friedelinol,literal,10.1039/P19770000418,literal,111760-1,,,,
69,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q415011,literal,Hydnocarpus pentandrus,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,en,literal,luteolin,literal,10.1021/NP50077A010,literal,365635-1,literal,491-70-3,literal,CHEMBL151
70,uri,http://www.wikidata.org/entity/Q11144849,uri,http://www.wikidata.org/entity/Q110194601,literal,Hydnocarpus anthelminthicus,literal,UFLZNHIKURDSFS-UHFFFAOYSA-N,literal,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC=4OC(C5=CC=C(O)C(OC)=C5)C(C4C3O)CO,en,literal,"5,7-Dihydroxy-2-[4-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-2,3-dihydro-1-benzofuran-5-yl]chromen-4-one",literal,10.1080/10286020.2010.543131,literal,365610-1,,,,
71,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q121802,literal,Hydnocarpus pentandrus,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,beta-sitosterol,literal,10.1021/NP50077A010,literal,365635-1,literal,83-46-5,,
72,uri,http://www.wikidata.org/entity/Q7988493,uri,http://www.wikidata.org/entity/Q104415326,literal,Hydnocarpus annamensis,literal,NPJICTMALKLTFW-UHFFFAOYSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C(CCC45)C(C)CCC(CC)C(C)C)C3(C)CC2)C(O)C(O)C1O,en,literal,beta-Sitosterol 3-O-beta-D-galactopyranoside,literal,10.1055/S-2006-946678,literal,365607-1,,,,
73,uri,http://www.wikidata.org/entity/Q17565338,uri,http://www.wikidata.org/entity/Q110194601,literal,Hydnocarpus castaneus,literal,UFLZNHIKURDSFS-UHFFFAOYSA-N,literal,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC=4OC(C5=CC=C(O)C(OC)=C5)C(C4C3O)CO,en,literal,"5,7-Dihydroxy-2-[4-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-2,3-dihydro-1-benzofuran-5-yl]chromen-4-one",literal,10.1080/10286020.2010.543131,literal,111741-1,,,,
74,uri,http://www.wikidata.org/entity/Q17565320,uri,http://www.wikidata.org/entity/Q77250128,literal,Hydnocarpus subfalcata,literal,XMVQWNRDPAAMJB-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,en,literal,chaulmoogric acid,literal,10.1002/RECL.19300490204,literal,365644-1,literal,502-30-7,literal,CHEMBL1649743
75,uri,http://www.wikidata.org/entity/Q5954066,uri,http://www.wikidata.org/entity/Q105133838,literal,Hydnocarpus anthelminticus,literal,JRCWYCAEAZEYNW-UKXAOYPBSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1,en,literal,Taraktophyllin,literal,10.1016/S0040-4020(01)86821-6,,,,,,
76,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q111269306,literal,Hydnocarpus pentandrus,literal,KQRVYPVRZSAZBB-QKKBWIMNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC=3C=4C=C(O)C(O)=CC4C(CO)C(C5=CC=C(O)C(OC)=C5)C13,en,literal,"(5R,6R)-2,3,8,10-tetrahydroxy-6-(4-hydroxy-3-methoxyphenyl)-5-(hydroxymethyl)-5,6-dihydrobenzo[c]xanthen-7-one",literal,10.1021/NP50077A010,literal,365635-1,,,,
77,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q105386486,literal,Hydnocarpus pentandrus,literal,ZYWKQKQEAVWKHD-ILBGXUMGSA-N,literal,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC=4OC(CO)C(OC4C3)C5=CC=C(O)C(OC)=C5,en,literal,hydnocarpin D,literal,10.1021/NP50077A010,literal,365635-1,,,,
78,uri,http://www.wikidata.org/entity/Q11144849,uri,http://www.wikidata.org/entity/Q105133838,literal,Hydnocarpus anthelminthicus,literal,JRCWYCAEAZEYNW-UKXAOYPBSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1,en,literal,Taraktophyllin,literal,10.1016/S0040-4020(01)86821-6,literal,365610-1,,,,
79,uri,http://www.wikidata.org/entity/Q11144849,uri,http://www.wikidata.org/entity/Q105282427,literal,Hydnocarpus anthelminthicus,literal,UZRAFOVPRMUAFS-HOTGVXAUSA-N,literal,O=C(OCC(O)CO)CCCCCCCCC1C=CCC1,en,literal,"[(2S)-2,3-dihydroxypropyl] 9-[(1R)-cyclopent-2-en-1-yl]nonanoate",literal,10.1002/CBDV.201000072,literal,365610-1,,,,
80,uri,http://www.wikidata.org/entity/Q17565338,uri,http://www.wikidata.org/entity/Q105133838,literal,Hydnocarpus castaneus,literal,JRCWYCAEAZEYNW-UKXAOYPBSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1,en,literal,Taraktophyllin,literal,10.1016/S0040-4020(01)86821-6,literal,111741-1,,,,
81,uri,http://www.wikidata.org/entity/Q17565338,uri,http://www.wikidata.org/entity/Q105282427,literal,Hydnocarpus castaneus,literal,UZRAFOVPRMUAFS-HOTGVXAUSA-N,literal,O=C(OCC(O)CO)CCCCCCCCC1C=CCC1,en,literal,"[(2S)-2,3-dihydroxypropyl] 9-[(1R)-cyclopent-2-en-1-yl]nonanoate",literal,10.1002/CBDV.201000072,literal,111741-1,,,,
82,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q77250128,literal,Hydnocarpus pentandrus,literal,XMVQWNRDPAAMJB-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,en,literal,chaulmoogric acid,literal,10.1021/JA01267A064,literal,365635-1,literal,502-30-7,literal,CHEMBL1649743
83,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q77250128,literal,Hydnocarpus pentandrus,literal,XMVQWNRDPAAMJB-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,en,literal,chaulmoogric acid,literal,10.1039/CT9058700884,literal,365635-1,literal,502-30-7,literal,CHEMBL1649743
84,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q77250128,literal,Hydnocarpus pentandrus,literal,XMVQWNRDPAAMJB-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,en,literal,chaulmoogric acid,literal,10.1021/JA01878A025,literal,365635-1,literal,502-30-7,literal,CHEMBL1649743
85,uri,http://www.wikidata.org/entity/Q7988493,uri,http://www.wikidata.org/entity/Q103818483,literal,Hydnocarpus annamensis,literal,DKZBBWMURDFHNE-UHFFFAOYSA-N,literal,O=CC=CC1=CC=C(O)C(OC)=C1,en,literal,coniferyl aldehyde,literal,10.1055/S-2006-946678,literal,365607-1,literal,458-36-6,,
86,uri,http://www.wikidata.org/entity/Q256911,uri,http://www.wikidata.org/entity/Q105176433,literal,Hydnocarpus octandra,literal,NAOCHKKFDYTOII-UHFFFAOYSA-N,literal,O=C1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(CO)CCC5(C)CCC34C)C1C,en,literal,"D:A-Friedooleanan-3-one, 29-hydroxy-, (20alpha)-",literal,10.1039/P19770000418,literal,111760-1,,,,
87,uri,http://www.wikidata.org/entity/Q256911,uri,http://www.wikidata.org/entity/Q105176433,literal,Hydnocarpus octandra,literal,NAOCHKKFDYTOII-UHFFFAOYSA-N,literal,O=C1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(CO)CCC5(C)CCC34C)C1C,en,literal,"D:A-Friedooleanan-3-one, 29-hydroxy-, (20alpha)-",literal,10.1016/S0031-9422(00)84667-1,literal,111760-1,,,,
88,uri,http://www.wikidata.org/entity/Q7988493,uri,http://www.wikidata.org/entity/Q63409374,literal,Hydnocarpus annamensis,literal,KZJWDPNRJALLNS-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,en,literal,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1055/S-2006-946678,literal,365607-1,,,,
89,uri,http://www.wikidata.org/entity/Q7988493,uri,http://www.wikidata.org/entity/Q105196659,literal,Hydnocarpus annamensis,literal,OPZHDDBSGCGGIM-UHFFFAOYSA-N,literal,OC1=C(OC)C=C(C=C1OC)C2OC3C(O)C(O)C(OC3OC2CO)CO,en,literal,"2-(4-hydroxy-3,5-dimethoxyphenyl)-3,6-bis(hydroxymethyl)-3,4a,6,7,8,8a-hexahydro-2H-pyrano[2,3-b][1,4]dioxine-7,8-diol",literal,10.1055/S-2006-946678,literal,365607-1,,,,
90,uri,http://www.wikidata.org/entity/Q7988493,uri,http://www.wikidata.org/entity/Q4596807,literal,Hydnocarpus annamensis,literal,OLBNOBQOQZRLMP-UHFFFAOYSA-N,literal,COC1=CC(=O)C=C(C1=O)OC,en,literal,"2,6-dimethoxyquinone",literal,10.1055/S-2006-946678,literal,365607-1,literal,530-55-2,literal,CHEMBL448515
91,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q27108621,literal,Hydnocarpus pentandrus,literal,JFSHUTJDVKUMTJ-QHPUVITPSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,en,literal,β-amyrin,literal,10.1021/NP50077A010,literal,365635-1,literal,559-70-6,literal,CHEMBL455098
92,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q105133838,literal,Hydnocarpus pentandrus,literal,JRCWYCAEAZEYNW-UKXAOYPBSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1,en,literal,Taraktophyllin,literal,10.1055/S-2006-962449,literal,365635-1,,,,
93,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q121802,literal,Hydnocarpus pentandrus,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,beta-sitosterol,literal,10.1021/NP50077A010,literal,365635-1,literal,64997-52-0,,
94,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q2967432,literal,Hydnocarpus pentandrus,literal,SCZVLDHREVKTSH-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,en,literal,chryseriol,literal,10.1021/NP50077A010,literal,365635-1,literal,491-71-4,literal,CHEMBL214321
95,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q54360169,literal,Hydnocarpus pentandrus,literal,GMYNCKRSFMEXPG-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCC(=O)O,en,literal,Aleprylic acid,literal,10.1021/JA01267A064,literal,365635-1,literal,2348-91-6,,
96,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q54360169,literal,Hydnocarpus pentandrus,literal,GMYNCKRSFMEXPG-UHFFFAOYSA-N,literal,C1CC(C=C1)CCCCCCC(=O)O,en,literal,Aleprylic acid,literal,10.1021/JA01878A025,literal,365635-1,literal,2348-91-6,,
97,uri,http://www.wikidata.org/entity/Q7988493,uri,http://www.wikidata.org/entity/Q110195968,literal,Hydnocarpus annamensis,literal,XCKUFPVZWUOXGP-UHFFFAOYSA-N,literal,OCC1(O)COC(OCC2OC(OC=3C(OC)=CC(OC)=CC3OC)C(O)C(O)C2O)C1O,en,literal,"2-[[3,4-Dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2,4,6-trimethoxyphenoxy)oxane-3,4,5-triol",literal,10.1055/S-2006-946678,literal,365607-1,,,,
98,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q83099469,literal,Hydnocarpus pentandrus,literal,MDUXUIQALBEIGB-QKKBWIMNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC=3C=4C=C(O)C(O)=CC4C(C5=CC=C(O)C(OC)=C5)C(C13)CO,en,literal,Neohydnocarpin,literal,10.1021/NP50077A010,literal,365635-1,literal,71417-57-7,,
99,uri,http://www.wikidata.org/entity/Q15391741,uri,http://www.wikidata.org/entity/Q424567,literal,Hydnocarpus pentandrus,literal,KZNIFHPLKGYRTM-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,en,literal,apigenin,literal,10.1021/NP50077A010,literal,365635-1,literal,520-36-5,literal,CHEMBL28
100,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q909638,literal,Hydnocarpus octandrus,literal,GNRIZKKCNOBBMO-UHFFFAOYSA-N,literal,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)O)OC)CC=C(C)C)O)C,en,literal,mangostin,literal,10.1016/S0031-9422(00)84667-1,literal,111760-1,literal,6147-11-1,literal,CHEMBL323197
101,uri,http://www.wikidata.org/entity/Q15356074,uri,http://www.wikidata.org/entity/Q82881509,literal,Lindackeria dentata,literal,JRCWYCAEAZEYNW-MEPLYZCMSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1,en,literal,Passicoriacin,literal,10.1055/S-2004-832628,literal,365668-1,literal,109905-56-8,,
102,uri,http://www.wikidata.org/entity/Q17565381,uri,http://www.wikidata.org/entity/Q82076784,literal,Rawsonia lucida,literal,KFVUAKHYONEENV-UHFFFAOYSA-N,literal,O=C(O)C(N)C1C=CCC1,en,literal,NSC352948,literal,10.1016/S0305-1978(00)00048-X,literal,112018-1,literal,933-97-1,,
103,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q111241391,literal,Hydnocarpus octandrus,literal,VMAAWTYFHUMTRL-UHFFFAOYSA-N,literal,O=CC1(C)CCC2(C)CCC3(C)C4CCC5(C)C(C)C(O)CCC5C4(C)CCC3(C)C2C1,en,literal,"10-Hydroxy-2,4a,6a,6a,8a,9,14a-heptamethyl-1,3,4,5,6,6b,7,8,9,10,11,12,12a,13,14,14b-hexadecahydropicene-2-carbaldehyde",literal,10.1039/P19770000418,literal,111760-1,,,,
104,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q111241391,literal,Hydnocarpus octandrus,literal,VMAAWTYFHUMTRL-UHFFFAOYSA-N,literal,O=CC1(C)CCC2(C)CCC3(C)C4CCC5(C)C(C)C(O)CCC5C4(C)CCC3(C)C2C1,en,literal,"10-Hydroxy-2,4a,6a,6a,8a,9,14a-heptamethyl-1,3,4,5,6,6b,7,8,9,10,11,12,12a,13,14,14b-hexadecahydropicene-2-carbaldehyde",literal,10.1016/S0031-9422(00)84667-1,literal,111760-1,,,,
105,uri,http://www.wikidata.org/entity/Q6405945,uri,http://www.wikidata.org/entity/Q105025208,literal,Kiggelaria africana,literal,HBCFZAXOSTUEHA-XZPZHEHLSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CCC1,en,literal,deidaclin,literal,10.1021/JO00008A015,literal,111770-1,,,,
106,uri,http://www.wikidata.org/entity/Q5625192,uri,http://www.wikidata.org/entity/Q105160217,literal,Gynocardia odorata,literal,LZYWCFJWIAXXKP-NGIBWZRKSA-N,literal,O=C1OCC23CCCC1(C)C3CCC45C=C(C)C(CCC42)C5,en,literal,Isoodolide,literal,10.1016/0031-9422(95)00105-G,literal,111709-1,,,,
107,uri,http://www.wikidata.org/entity/Q17565367,uri,http://www.wikidata.org/entity/Q104945915,literal,Ryparosa kurrangii,literal,BTWZMPXQZXWWGU-FQDRLZQQSA-N,literal,N#CC1C(OC2OC(CO)C(O)C(O)C2O)=CC(O)C1O,en,literal,"(1S,4S,5S)-4,5-dihydroxy-2-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclopent-2-ene-1-carbonitrile",literal,10.1016/J.PHYTOCHEM.2007.04.038,literal,77076046-1,,,,
108,uri,http://www.wikidata.org/entity/Q17565418,uri,http://www.wikidata.org/entity/Q105025022,literal,Ceratiosicyos laevis,literal,HASDUOHKNMHNJA-JGZJKUPSSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1O,en,literal,"(1R,4R,5S)-4,5-dihydroxy-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclopent-2-ene-1-carbonitrile",literal,10.1016/S0031-9422(00)81693-3,literal,56878-1,,,,
109,uri,http://www.wikidata.org/entity/Q17565380,uri,http://www.wikidata.org/entity/Q15410972,literal,Ryparosa acuminata,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,en,literal,friedelin,literal,10.1071/CH9930739,literal,365867-1,literal,559-74-0,literal,CHEMBL485998
110,uri,http://www.wikidata.org/entity/Q15389792,uri,http://www.wikidata.org/entity/Q105249780,literal,Caloncoba echinata,literal,SBYBESQWVAOXTK-AYIQWRIQSA-N,literal,O=C1CCC2(C)C(CCC3(C)C(C(=C)CCC(O)C4(OC(CC4)C(O)(C)C)C)CCC32)C1(C)C,en,literal,"(3S,3aR,5aS,9aS,9bR)-3-[(5S)-5-hydroxy-5-[(2S,5S)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]pent-1-en-2-yl]-3a,6,6,9a-tetramethyl-2,3,4,5,5a,8,9,9b-octahydro-1H-cyclopenta[a]naphthalen-7-one",literal,10.1021/NP0201826,literal,365009-1,,,,
111,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q111241731,literal,Hydnocarpus octandrus,literal,DQQZMZWAURMSRL-UHFFFAOYSA-N,literal,OCC1(C)CCC2(C)CCC3(C)C4CCC5(C)C(C)C(O)CCC5C4(C)CCC3(C)C2C1,en,literal,"d:a-Friedooleanane-3,29-diol, (3alpha,20alpha)-",literal,10.1039/P19770000418,literal,111760-1,,,,
112,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q111241731,literal,Hydnocarpus octandrus,literal,DQQZMZWAURMSRL-UHFFFAOYSA-N,literal,OCC1(C)CCC2(C)CCC3(C)C4CCC5(C)C(C)C(O)CCC5C4(C)CCC3(C)C2C1,en,literal,"d:a-Friedooleanane-3,29-diol, (3alpha,20alpha)-",literal,10.1016/S0031-9422(00)84667-1,literal,111760-1,,,,
113,uri,http://www.wikidata.org/entity/Q15389792,uri,http://www.wikidata.org/entity/Q105249781,literal,Caloncoba echinata,literal,SBYBESQWVAOXTK-GIJSDNDKSA-N,literal,O=C1CCC2(C)C(CCC3(C)C(C(=C)CCC(O)C4(OC(CC4)C(O)(C)C)C)CCC32)C1(C)C,en,literal,"(13R,17S,20R,24R)-17,25-Dihydroxy-20,24-epoxymalabarica-14(30)-ene-3-one",literal,10.1021/NP0201826,literal,365009-1,,,,
114,uri,http://www.wikidata.org/entity/Q15390716,uri,http://www.wikidata.org/entity/Q105302034,literal,Caloncoba glauca,literal,WCRHKJYIDBGGKV-DVIAKVNHSA-N,literal,O=C1OC2C(O)C(=C)CC3C2(C)CCC4(C)C5CCC6(C)C(C)C(O)CCC6C5(C)CCC134,en,literal,Glaucalactone,literal,10.1021/NP200831C,literal,365014-1,,,,
115,uri,http://www.wikidata.org/entity/Q5466450,uri,http://www.wikidata.org/entity/Q121802,literal,Trichadenia zeylanica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,beta-sitosterol,literal,10.1039/P19770000483,literal,112112-1,literal,19044-06-5,,
116,uri,http://www.wikidata.org/entity/Q17565418,uri,http://www.wikidata.org/entity/Q105138574,literal,Ceratiosicyos laevis,literal,KBWMTQSUESXJSN-SCDXWVJYSA-N,literal,OC1C=CC(O)C1O,en,literal,"(1R,2R,3S)-cyclopent-4-ene-1,2,3-triol",literal,10.1016/S0031-9422(00)81693-3,literal,56878-1,,,,
117,uri,http://www.wikidata.org/entity/Q15356074,uri,http://www.wikidata.org/entity/Q105133838,literal,Lindackeria dentata,literal,JRCWYCAEAZEYNW-UKXAOYPBSA-N,literal,N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1,en,literal,Taraktophyllin,literal,10.1055/S-2004-832628,literal,365668-1,,,,
118,uri,http://www.wikidata.org/entity/Q15390716,uri,http://www.wikidata.org/entity/Q104976159,literal,Caloncoba glauca,literal,DCZGJIUDCAUZMF-ZAYGEOOPSA-N,literal,O=C(O)C12CCC3(C)C4CCC(=O)C(C)C4(C)CCC3C2(C)CCC5(C)CCC(C)(C)CC51,en,literal,"(4R,4aS,6aS,6aR,6bR,8aR,12aR,14aS,14bS)-4,4a,6b,8a,11,11,14a-heptamethyl-3-oxo-2,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-tetradecahydro-1H-picene-6a-carboxylic acid",literal,10.1016/0031-9422(91)83041-I,literal,365014-1,,,,
119,uri,http://www.wikidata.org/entity/Q5625192,uri,http://www.wikidata.org/entity/Q104934970,literal,Gynocardia odorata,literal,BFWNIUDCISBXQW-WQCKFZFRSA-N,literal,O=C1OC2CC3(C)C4CCC(O)C(C)C4(C)CCC3C15CCC6(C)CCC(C)(C)CC6C25C,en,literal,Odollactone,literal,10.1016/S0040-4039(01)80048-4,literal,111709-1,,,,
120,uri,http://www.wikidata.org/entity/Q5625192,uri,http://www.wikidata.org/entity/Q105331584,literal,Gynocardia odorata,literal,XNDUZWOBKCRQAK-WDRZIKLGSA-N,literal,O=C(O)C12CCC3(C)C4CCC(O)C(C)C4(C)CCC3C2(C)CCC5(C)CCC(C)(C)CC51,en,literal,"(3R,4R,4aS,6aS,6aR,6bR,8aR,12aR,14aS,14bS)-3-hydroxy-4,4a,6b,8a,11,11,14a-heptamethyl-1,2,3,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-hexadecahydropicene-6a-carboxylic acid",literal,10.1016/0031-9422(95)00105-G,literal,111709-1,,,,
121,uri,http://www.wikidata.org/entity/Q15356074,uri,http://www.wikidata.org/entity/Q105199611,literal,Lindackeria dentata,literal,OTFXVMDBYXRDHC-UJURSFKZSA-N,literal,NC(=O)C1(O)C=CC(O)C1,en,literal,"(1S,4R)-1,4-dihydroxycyclopent-2-ene-1-carboxamide",literal,10.1055/S-2004-832628,literal,365668-1,,,,
122,uri,http://www.wikidata.org/entity/Q5625192,uri,http://www.wikidata.org/entity/Q104402803,literal,Gynocardia odorata,literal,OVNXMWUNMVCHDQ-OAIRFABOSA-N,literal,O=C1OC2CC3(C)C(CCC4(C)C(C(=O)CCC43)C)C15CCC6(C)CCC(C)(C)CC6C25C,en,literal,Odolactone,literal,10.1016/0031-9422(95)00105-G,literal,111709-1,,,,
123,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q111241257,literal,Hydnocarpus octandrus,literal,FDSRANQONSPDDS-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCC2(C)CCC3(C)C4CCC5(C)C(C)C(O)CCC5C4(C)CCC3(C)C2C1,en,literal,"10-Hydroxy-2,4a,6a,6a,8a,9,14a-heptamethyl-1,3,4,5,6,6b,7,8,9,10,11,12,12a,13,14,14b-hexadecahydropicene-2-carboxylic acid",literal,10.1016/S0031-9422(00)84667-1,literal,111760-1,,,,
